kreiskey1871,county1871,rbkey,lat_rad,lon_rad,kmwittenberg,zupreussen,hhsize,gpop,f_prot,f_jew,f_rw,f_miss,f_young,f_fem,f_ortsgeb,f_pruss,f_blind,f_deaf,f_dumb,f_urban,lnpop,lnkmb,poland,latlon,f_over3km,f_mine,inctaxpc,perc_secB,perc_secC,perc_secBnC,lnyteacher,rhs,yteacher,pop,kmb,uni1517,reichsstadt,hansestadt,f_cath,sh_al_in_tot,ncloisters1517_pkm2,school1517,dnpop1500
11,Heiligenbeil,1,95.08000183105469,34.79999923706055,567.29998779296875,1525,5.017457008361816,1.4091070890426636,97.20124816894531,0.3435523808002472,77.01447296142578,2.0966458320617676,25.68984031677246,52.72763442993164,48.057945251464844,99.94529724121094,0.0656469464302063,0.11378804594278336,0.2779054343700409,14.394187927246094,10.72983169555664,6.181692123413086,0,33.08783721923828,4.310883522033691,0.03998000919818878,112.12100982666016,13.863068580627441,4.012993335723877,17.876062393188477,666.97747802734375,0,788.21807861328125,45699,483.8099365234375,0,0,0,1.400468349456787,0.5454545617103577,0.0022079928312450647,0,0
12,Braunsberg,1,94.910003662109375,34.59000015258789,555.54998779296875,1770,4.922210693359375,0.4230879843235016,10.578389167785645,0.9417416453361511,83.49384307861328,1.3603242635726929,23.343374252319336,51.8606071472168,58.89316940307617,99.9599609375,0.10675613582134247,0.15441513061523438,0.18872959911823273,41.11827087402344,10.867730140686035,6.157931804656982,0,32.829368591308594,4.669476509094238,0.04291293025016785,164.19467163085938,17.662961959838867,3.8020856380462646,21.465045928955078,676.69036865234375,1,868.61822509765625,52456.0078125,472.449951171875,0,0,1,88.441741943359375,0.5375722646713257,0.0010572165483608842,0,3.1716495868749917e-5
13,Heilsberg,1,94.4800033569336,35.95000076293945,589.80999755859375,1770,5.074685573577881,1.5146681070327759,5.624375820159912,0.802425742149353,82.6144790649414,2.4982242584228516,24.51096534729004,51.60670471191406,58.84147262573242,99.97966003417969,0.07210738211870193,0.17379727959632874,0.2477535754442215,18.631439208984375,10.898330688476562,6.234292984008789,0,33.96556091308594,3.513953924179077,0.004274600185453892,131.26795959472656,14.34128475189209,2.265537977218628,16.606822967529297,671.5911865234375,0,825.43609619140625,54086.00390625,509.93994140625,0,0,0,93.5676498413086,0.4864864945411682,9.129001991823316e-4,0,0
14,Rössel,1,94.34000396728516,36.91999816894531,620.69000244140625,1770,4.836874485015869,4.303118705749512,11.737079620361328,0.8826090097427368,68.93870544433594,1.9632937908172607,25.65841293334961,51.19941711425781,55.20354461669922,99.957489013671875,0.0870462954044342,0.184214249253273,0.1740925908088684,27.725257873535156,10.807685852050781,6.29587459564209,0,34.83032989501953,4.757660388946533,0.04856490716338158,138.34100341796875,17.731048583984375,3.4578216075897217,21.18886947631836,666.98577880859375,0,788.28350830078125,49399.01953125,542.3299560546875,0,0,0,87.362091064453125,0.453125,0,0,0
15,Allenstein,1,93.86000061035156,35.76000213623047,569.71002197265625,1770,5.281424045562744,6.010918617248535,7.334823131561279,0.6365668773651123,59.83506393432617,2.5664126873016357,26.56414794921875,50.111759185791016,53.094322204589844,99.924896240234375,0.048278942704200745,0.15198926627635956,0.11086276173591614,17.003129959106445,10.931766510009766,6.199981689453125,0,33.564334869384766,5.017287254333496,0.0038050301373004913,106.07991027832031,14.021536827087402,2.804307222366333,16.825843811035156,670.7847900390625,0,818.80657958984375,55924.984375,492.7400207519531,0,0,0,92.01251983642578,0.4880382716655731,0,0,0
16,Ortelsburg,1,93.470001220703125,36.64999771118164,594.530029296875,1525,5.015007019042969,4.376063823699951,90.75982666015625,0.7204040288925171,63.609580993652344,1.8811287879943848,28.793996810913086,51.3070182800293,56.27226257324219,99.94775390625,0.14249750971794128,0.16783039271831512,0.1250811368227005,10.357985496520996,11.053410530090332,6.254693984985352,0,34.256752014160156,6.7377753257751465,0.028104549273848534,56.343929290771484,9.567591667175293,2.2644236087799072,11.832015037536621,668.90728759765625,0,803.576904296875,63158.9921875,520.4500732421875,0,0,0,7.5745344161987305,0.4829268157482147,0,0,0
17,Neidenburg,1,93.12999725341797,35.65999984741211,552.5999755859375,1525,5.095828056335449,4.578863620758057,84.864654541015625,0.985848605632782,60.4501838684082,1.9670318365097046,27.863994598388672,50.4796257019043,50.352359771728516,99.133819580078125,0.14056415855884552,0.14626270532608032,0.12916706502437592,12.555798530578613,10.871326446533203,6.173452854156494,0,33.21015548706055,5.994043350219727,0.14383316040039062,85.50337219238281,11.78532886505127,3.0789284706115723,14.864256858825684,663.76788330078125,0,763.3211669921875,52644.99609375,479.8400573730469,0,0,0,14.096304893493652,0.3965517282485962,0,0,0
18,Osterode a. d. Drew.,1,93.7300033569336,34.85000228881836,534.34002685546875,1525,5.193278789520264,2.423252820968628,90.81095123291016,1.1127245426177979,54.39177322387695,1.1745076179504395,28.105369567871094,51.46311569213867,47.21739959716797,99.97001647949219,0.08680829405784607,0.1467849314212799,0.15151992440223694,17.45635986328125,11.056556701660156,6.125077247619629,0,32.6649055480957,3.098147392272949,0.08581012487411499,93.0866928100586,13.507292747497559,3.537717342376709,17.045011520385742,665.30743408203125,0,775.16375732421875,63358.015625,457.1800231933594,0,0,0,7.8837714195251465,0.49640288949012756,6.447037449106574e-4,0,0
19,Mohrungen,1,94.11000061035156,34.779998779296875,540.52001953125,1525,4.969405651092529,0.20979642868041992,96.423187255859375,0.798396110534668,74.79203033447266,1.7591371536254883,25.97093963623047,52.82366180419922,51.09557342529297,99.96451568603516,0.10467859357595444,0.15967921912670135,0.18096978962421417,16.08856964111328,10.939568519592285,6.133896827697754,0,32.7314567565918,5.26007604598999,0.22423535585403442,100.6801986694336,16.47233009338379,2.569737195968628,19.04206657409668,664.26947021484375,0,767.15948486328125,56363.01953125,461.2300109863281,0,0,0,2.409381866455078,0.49753695726394653,0,0,0
20,Preussisch Holland,1,94.36000061035156,34.310001373291016,530.6500244140625,1525,5.148011207580566,0.808368980884552,95.85579681396484,0.7839173078536987,87.1926040649414,1.0635074377059937,25.867027282714844,51.41060256958008,47.738094329833984,99.9393539428711,0.08086253702640533,0.1235399842262268,0.15274032950401306,16.15004539489746,10.703693389892578,6.108425140380859,0,32.37491989135742,0.9627252817153931,0.01563558727502823,154.33404541015625,15.823213577270508,3.0854222774505615,18.90863609313965,670.58721923828125,0,817.19049072265625,44519.98046875,449.63006591796875,0,0,0,3.2142858505249023,0.519336998462677,0,0,0
21,Heydekrug,2,96.5999984741211,37.47999954223633,699.8499755859375,1525,4.511960983276367,1.2578779458999634,95.37677001953125,0.46360328793525696,58.18087387084961,2.1085355281829834,24.1995792388916,52.85589599609375,41.73966598510742,99.79508972167969,0.16136468946933746,0.1716100573539734,0.24332769215106964,0,10.572393417358398,6.420336723327637,0,36.20568084716797,8.995294570922852,0.04058206453919411,92.84645080566406,8.359904289245605,5.084352493286133,13.444258689880371,662.07861328125,0,750.534912109375,39042.00390625,614.20989990234375,0,0,0,3.7626147270202637,0.4697674512863159,0,0,0
22,Niederung,2,96.06999969482422,37.83000183105469,695.4000244140625,1525,4.8159098625183105,1.4951575994491577,97.9604263305664,0.416278600692749,57.73936462402344,2.692707061767578,24.961509704589844,52.65068817138672,36.96706008911133,99.88785552978516,0.2261970490217209,0.16537094116210938,0.2204945981502533,0,10.87064266204834,6.415767669677734,0,36.34328079223633,7.81674337387085,0.02557762898504734,108.60566711425781,10.418621063232422,2.8902721405029297,13.308893203735352,664.17474365234375,0,766.43310546875,52609.0078125,611.409912109375,0,0,0,0.6652854084968567,0.5382585525512695,0,0,0
23,Tilsit,2,96.1300048828125,38.18000030517578,708.5,1525,4.627727031707764,-1.6432218551635742,95.54380798339844,1.0081382989883423,68.51673126220703,2.9777398109436035,23.516857147216797,52.46778869628906,43.34994888305664,99.71332550048828,0.17678256332874298,0.17200465500354767,0.1943015456199646,32.252464294433594,11.047534942626953,6.437127590179443,0,36.70243453979492,6.605992317199707,0.02290051430463791,203.4080810546875,18.745704650878906,6.654234886169434,25.399940490722656,665.18133544921875,0,774.18695068359375,62788.984375,624.610107421875,0,0,0,2.66288685798645,0.47058823704719543,0,0,0
24,Ragnit,2,96.06000518798828,38.45000076293945,715.1400146484375,1525,4.961738586425781,-2.2519497871398926,98.36040496826172,0.5516214966773987,62.91789245605469,1.9229776859283447,25.952932357788086,52.08528137207031,43.15626525878906,99.81294250488281,0.13361074030399323,0.16415032744407654,0.156515434384346,7.037468433380127,10.866490364074707,6.448335647583008,0,36.9350700378418,6.747870922088623,0.03508002683520317,94.37944793701172,10.82657241821289,4.5121684074401855,15.338741302490234,664.192626953125,0,766.5701904296875,52391.015625,631.650146484375,0,0,0,0.824569046497345,0.4946524202823639,0,0,0
25,Pillkallen,2,95.59000396728516,39.290000915527344,731.46002197265625,1525,4.976524829864502,-2.9760210514068604,98.67737579345703,0.19861869513988495,70.06988525390625,2.9161458015441895,24.15022850036621,51.39033126831055,41.84760284423828,99.3003158569336,0.12187965959310532,0.14444996416568756,0.21441790461540222,8.104996681213379,10.698875427246094,6.477034091949463,0,37.557308197021484,7.003358840942383,0.01470227912068367,95.40547180175781,10.40921401977539,2.332761526107788,12.741975784301758,667.95758056640625,0,795.98138427734375,44306,650.04010009765625,0,0,0,1.1059449911117554,0.5099999904632568,0,0,0
26,Stallupönen,2,95.36000061035156,39.39999771118164,729.6199951171875,1525,5.013037204742432,-0.5465218424797058,97.851654052734375,0.775667130947113,76.5907974243164,3.9120328426361084,26.065128326416016,51.856624603271484,45.2284049987793,99.41203308105469,0.1334237903356552,0.16282224655151367,0.23292626440525055,8.50294017791748,10.696932792663574,6.475571632385254,0,37.57183837890625,1.2567106485366821,0.025397470220923424,109.19593811035156,13.23208236694336,5.008381366729736,18.240463256835938,662.77935791015625,0,755.81268310546875,44220.015625,649.09014892578125,0,0,0,1.1307101249694824,0.5019920468330383,0,0,0
27,Gumbinnen,2,95.279998779296875,38.75,705.58001708984375,1525,5.122258186340332,-0.08894912898540497,99.38951873779297,0.3730710744857788,80.43675994873047,2.316538095474243,23.685771942138672,51.96074295043945,45.59521484375,99.925811767578125,0.105986088514328,0.11658470332622528,0.15473969280719757,19.19620132446289,10.761640548706055,6.437527656555176,0,36.920997619628906,2.3466665744781494,0,164.83375549316406,15.781508445739746,3.783400297164917,19.564908981323242,666.20306396484375,0,782.1375732421875,47176,624.86004638671875,0,0,0,0.13990165293216705,0.46188339591026306,0,0,0
28,Insterburg,2,95.3499984741211,38.06999969482422,684.1099853515625,1525,4.960487365722656,1.062252163887024,98.877044677734375,0.46116065979003906,75.31974029541016,1.792599081993103,24.660118103027344,51.71288299560547,42.73073196411133,99.8817138671875,0.14074383676052094,0.14523567259311676,0.1946457475423813,21.61915397644043,11.109278678894043,6.4012370109558105,0,36.29974365234375,6.799381732940674,0.015981588512659073,149.8050994873047,17.237741470336914,5.929169654846191,23.166912078857422,669.1527099609375,0,805.55145263671875,66788,602.5899658203125,0,0,0,0.32341137528419495,0.5152438879013062,8.333263685926795e-4,0,0
29,Darkehmen,2,94.970001220703125,38.43000030517578,687.45001220703125,1525,5.067485332489014,-0.7862740159034729,99.23473358154297,0.3131893575191498,76.47212982177734,2.2869250774383545,25.452762603759766,52.8282356262207,39.63343048095703,99.95098114013672,0.11165881156921387,0.18246683478355408,0.17702007293701172,8.382580757141113,10.511049270629883,6.409549713134766,0,36.496971130371094,5.541360378265381,0.006565988063812256,107.36048126220703,10.69599437713623,2.068286180496216,12.764281272888184,669.5770263671875,0,808.976806640625,36718.98828125,607.6199951171875,0,0,0,0.06808464229106903,0.5909090638160706,0,0,0
30,Angerburg,2,94.62000274658203,37.95000076293945,663.05999755859375,1525,5.056058883666992,-0.6680250763893127,99.36124420166016,0.28562524914741516,78.2037124633789,4.939265727996826,25.8231201171875,52.17594528198242,47.406002044677734,99.95585632324219,0.11944329738616943,0.42064809799194336,0.17137515544891357,10.3993558883667,10.558725357055664,6.370397567749023,0,35.90829086303711,5.664122104644775,0.012621481902897358,85.79051208496094,12.154486656188965,1.9941940307617188,14.148680686950684,665.00634765625,0,772.8333740234375,38512.0078125,584.29010009765625,0,0,0,0.13242626190185547,0.4409448802471161,0,0,0
31,Goldap,2,94.79000091552734,38.95000076293945,701.8900146484375,1525,4.946567535400391,-1.7521133422851562,99.07247161865234,0.2868179380893707,69.9862289428711,2.1525254249572754,26.176761627197266,52.37434387207031,51.66423797607422,99.89360046386719,0.09252191334962845,0.13184373080730438,0.1850438266992569,10.522054672241211,10.674359321594238,6.434819221496582,0,36.92070388793945,3.8813669681549072,0,90.00799560546875,13.493765830993652,2.6036531925201416,16.09741973876953,666.3636474609375,0,783.39453125,43232.99609375,623.169921875,0,0,0,0.47186174988746643,0.5162790417671204,0,0,0
32,Oletzko,2,94.31999969482422,39.279998779296875,704.54998779296875,1525,4.985342025756836,-2.9323365688323975,97.87156677246094,0.47616568207740784,70.8670654296875,1.3900073766708374,25.684326171875,52.14404296875,52.06338882446289,99.869903564453125,0.13790591061115265,0.14571189880371094,0.17433388531208038,10.202435493469238,10.556645393371582,6.442651748657227,0,37.04889678955078,6.295949935913086,0.030013807117938995,102.42896270751953,11.885467529296875,2.479140520095825,14.364607810974121,670.18707275390625,0,813.92706298828125,38431.98828125,628.070068359375,0,0,0,1.6340550184249878,0.560606062412262,0,0,0
33,Lyk,2,93.94000244140625,39.040000915527344,689.28997802734375,1525,5.1060333251953125,0.44619306921958923,96.84019470214844,0.623646080493927,79.965301513671875,3.428753137588501,24.245607376098633,51.300899505615234,51.123653411865234,99.7986831665039,0.18818792700767517,0.21007023751735687,0.07221164554357529,12.571391105651855,10.72983169555664,6.420629978179932,0,36.67417526245117,1.7654027938842773,0.004560379311442375,100.2242202758789,12.021160125732422,3.762312889099121,15.78347396850586,671.3616943359375,0,823.5439453125,45699,614.3900146484375,0,0,0,2.032867193222046,0.4719626307487488,0,0,0
34,Lötzen,2,94.30999755859375,37.9900016784668,658.1500244140625,1525,5.127255916595459,0.48444148898124695,98.400634765625,0.5943422913551331,73.57307434082031,2.6988539695739746,24.765962600708008,52.10315704345703,46.3178825378418,99.95919036865234,0.10203301161527634,0.11478713899850845,0.096931353211402893,15.253934860229492,10.576508522033691,6.364372253417969,0,35.828369140625,4.412955284118652,0.0462614931166172,87.33747100830078,13.548834800720215,3.0185625553131104,16.567398071289062,667.7186279296875,0,794.0816650390625,39203,580.7801513671875,0,0,0,0.8315689563751221,0.4453781545162201,0,0,0
35,Sensburg,2,94.029998779296875,37.189998626708984,623.8699951171875,1525,4.848260879516602,2.245878219604492,92.45598602294922,0.48671066761016846,61.568016052246094,1.9727693796157837,26.951074600219727,52.1775016784668,50.5861701965332,99.91535186767578,0.12273573875427246,0.1798713356256485,0.12273573875427246,11.397494316101074,10.763335227966309,6.304887294769287,0,34.969757080078125,6.412288188934326,0.005329354200512171,108.29338836669922,12.577276229858398,2.2010233402252197,14.778298377990723,664.9609375,0,772.4825439453125,47256.015625,547.23992919921875,0,0,0,6.852039813995361,0.5544041395187378,0,0,0
36,Johannisburg,2,93.589996337890625,38.060001373291016,648.3800048828125,1525,4.990884304046631,2.156036138534546,98.61778259277344,0.7215495109558105,67.5604248046875,2.371697425842285,25.748044967651367,51.45549774169922,53.91327667236328,99.91657257080078,0.1533292680978775,0.21646486222743988,0.16009379923343658,12.98789119720459,10.699845314025879,6.353691577911377,0,35.62035369873047,5.0331926345825195,0.06985116004943848,91.79582977294922,10.149910926818848,2.33195424079895,12.481864929199219,666.8662109375,0,787.341552734375,44348.99609375,574.61004638671875,0,0,0,0.6516494154930115,0.4937759339809418,5.96352678257972e-4,0,0
37,Elbing,3,94.54000091552734,33.869998931884766,520.84002685546875,1793,4.688830852508545,5.153958320617676,77.60511779785156,0.8178644776344299,83.81983947753906,1.186915397644043,23.34126853942871,51.598487854003906,50.22126388549805,99.90068817138672,0.121219202876091,0.10953541845083237,0.15773101150989532,49.482261657714844,11.13416576385498,6.083291530609131,0,32.02069854736328,1.3793659210205078,0.2472149133682251,134.55958557128906,32.28188705444336,9.040555953979492,41.32244110107422,681.94598388671875,1,915.4903564453125,68471.015625,438.4700622558594,0,1,1,18.342071533203125,0.4932432472705841,0.00322731607593596,0,1.6136579506564885e-4
38,Marienburg i. Pr.,3,94.30999755859375,33.22999954223633,492.6199951171875,1793,4.941959381103516,-0.7209097743034363,51.6909294128418,0.92216956615448,77.909271240234375,0.5224612355232239,25.287220001220703,51.532405853271484,41.61354064941406,99.96590423583984,0.1312514841556549,0.2897760272026062,0.22670713067054749,16.909282684326172,10.979615211486816,6.017448902130127,0,31.33921241760254,3.7156357765197754,0.006602185312658548,250.20498657226562,18.05367660522461,5.212425231933594,23.266101837158203,675.4481201171875,0,857.89453125,58665.9765625,410.52996826171875,0,0,0,38.02884292602539,0.42168673872947693,0.0012312389444559813,0,0
39,Stadt Danzig,3,94.87000274658203,32.55000305175781,488.1199951171875,1793,4.546964645385742,-0.3762134611606598,69.69823455810547,2.9502668380737305,85.48822784423828,2.221784830093384,20.023601531982422,51.2514762878418,54.32087707519531,99.5504379272461,0.13374543190002441,0.13262152671813965,0.17757797241210938,100,11.396110534667969,5.998489856719971,0,30.880186080932617,8.484691619873047,0.007612377870827913,NA,35.40326690673828,19.346858978271484,54.750125885009766,707.96234130859375,1,1187.521240234375,88974.984375,402.82000732421875,0,1,1,26.330991744995117,1,0.2002670168876648,0,0.02002670243382454
40,Landkreis Danzig,3,94.87000274658203,32.55000305175781,488.1199951171875,1793,5.104982852935791,2.421281576156616,60.65577697753906,0.2006959170103073,65.7970962524414,2.773144006729126,27.34677505493164,50.83601379394531,44.671783447265625,99.84752655029297,0.06907067447900772,0.16550897061824799,0.1238059252500534,0,11.248086929321289,5.998489856719971,0,30.880186080932617,5.48115873336792,0.08453085273504257,130.4022674560547,16.95626449584961,5.87645959854126,22.83272361755371,666.8822021484375,1,787.46746826171875,76732.984375,402.82000732421875,0,1,1,38.49452209472656,0.4449999928474426,0,0,0
41,Pr. Stargard,3,94.19000244140625,32.34000015258789,459.6400146484375,1793,5.100823879241943,5.319069862365723,24.92203140258789,2.1648731231689453,52.80964279174805,2.4779486656188965,28.16864013671875,51.06206512451172,48.24815368652344,99.91851806640625,0.07867157459259033,0.17982074618339539,0.13065101206302643,19.077856063842773,11.172995567321777,5.932165622711182,0,30.46104621887207,11.156462669372559,0.41801509261131287,146.65672302246094,18.045442581176758,6.485976219177246,24.531417846679688,660.71221923828125,0,740.349365234375,71182.0234375,376.9700012207031,0,0,0,72.56890869140625,0.4523809552192688,0.0014446587301790714,0,0
42,Berent,3,94.470001220703125,31.369998931884766,437.3800048828125,1793,5.428022384643555,1.6745634078979492,40.55782699584961,1.7109440565109253,48.24135208129883,0.38467705249786377,28.741117477416992,51.15471649169922,50.54252243041992,99.97486877441406,0.1324896514415741,0.37919455766677856,0.21015600860118866,15.63149642944336,10.686863899230957,5.863886833190918,0,29.635238647460938,7.638559818267822,0.1654006391763687,83.26679992675781,10.0159273147583,2.4258761405944824,12.441803932189941,664.24627685546875,0,766.9815673828125,43777.00390625,352.0899963378906,0,0,0,57.61929702758789,0.5240384340286255,0,0,0
43,Karthaus,3,94.81999969482422,31.779998779296875,462.489990234375,1793,5.516756534576416,0.37372148036956787,27.744821548461914,0.5629487037658691,37.39695739746094,3.423074960708618,29.064899444580078,50.66538619995117,50.48545455932617,99.99109649658203,0.14608162641525269,0.23871876299381256,0.17636683583259583,0,10.935479164123535,5.930705547332764,0,30.133792877197266,18.063823699951172,0.06798756867647171,87.3488540649414,6.123737335205078,1.8016705513000488,7.925407409667969,661.2064208984375,0,744.0172119140625,56133,376.4200134277344,0,0,0,71.65303802490234,0.47297295928001404,0,0,0
44,Neustadt i. Wpr.,3,95.29000091552734,31.84000015258789,481.82000732421875,1793,5.346200942993164,1.4231624603271484,24.898893356323242,0.48465001583099365,46.4651985168457,0.09746367484331131,27.76258659362793,51.44002914428711,49.147769927978516,99.97380065917969,0.12443716078996658,0.10642652958631516,0.1735571026802063,10.323372840881348,11.019858360290527,5.977467060089111,0,30.340333938598633,8.038207054138184,0.19292321801185608,110.4463119506836,12.12785530090332,4.467926502227783,16.595783233642578,668.5087890625,0,800.38104248046875,61075.02734375,394.44000244140625,0,0,0,74.470733642578125,0.5128205418586731,0,0,0
45,Stuhm,4,93.98999786376953,33.09000015258789,479.0899963378906,1772,4.786087989807129,-0.5730800628662109,33.78301239013672,1.2869244813919067,59.024776458740234,1.2220516204833984,27.219200134277344,52.0459098815918,44.627464294433594,99.93540954589844,0.1167672798037529,0.14161139726638794,0.18136195838451385,13.631959915161133,10.602890014648438,5.9876322746276855,0,31.10129165649414,3.9638280868530273,0.031137127429246902,153.06503295898438,14.746543884277344,3.487358331680298,18.233901977539062,660.69696044921875,0,740.23638916015625,40250.99609375,398.47003173828125,0,0,0,62.99470520019531,0.440559446811676,0,0,0
